state_dim,lstm_hidden,mlp_hidden,num_layers,max_len,num_epochs,eagen_minus_time,eaforward_time,eye_time,bench_name,base_model_name,dataset_path,td,batch_size,lr,weight_decay,beta,alpha,dropout,gamma,timestamp,action_length_mean,action_length_std,action_length_25%,action_length_75%,eye_speed_mean,eye_speed_std,eye_speed_25%,eye_speed_75%,avg_acc_lens_mean,avg_acc_lens_std,avg_acc_lens_25%,avg_acc_lens_75%,eagle_speed_mean,eagle_speed_std,eagle_speed_25%,eagle_speed_75%,optimal_avg_acc_lens_diff_mean,optimal_avg_acc_lens_diff_std,optimal_avg_acc_lens_diff_25%,optimal_avg_acc_lens_diff_75%,ratio
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.1,0.99,2025-07-29 23:58:47,3.3529859,1.2966741,2.5,4.099999904632568,34.398136,17.529331,23.179901123046875,45.145002365112305,2.9124904,1.5686058,1.9058807492256165,3.776576519012451,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.20612395,0.46573225,-0.3379818797111511,0.014257252216339111,1.0100117
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.1,0.99,2025-07-30 00:04:02,3.3547645,1.2971575,2.5,4.099999904632568,34.43672,17.504406,23.23585605621338,45.18496513366699,2.9136999,1.5689495,1.9078380465507507,3.78115177154541,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.20491493,0.46650824,-0.332116961479187,0.013339408207684755,1.0111446
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.1,0.98,2025-07-30 00:30:15,3.2106843,1.2813433,2.299999952316284,3.9000000953674316,34.26972,17.305386,23.262815475463867,44.77435874938965,2.8809977,1.5466056,1.8965819478034973,3.7270681858062744,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.23761651,0.50361955,-0.3926340341567993,0.011278659105300903,1.006241
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.1,0.98,2025-07-30 00:35:54,3.210198,1.2820737,2.299999952316284,3.9000000953674316,34.2599,17.322573,23.224546432495117,44.67960548400879,2.8815374,1.5468856,1.8999038934707642,3.7251381874084473,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.23707704,0.5036292,-0.3885902166366577,0.010705769062042236,1.0059527
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.2,0.99,2025-07-30 00:58:56,3.9364905,1.4345044,2.9000000953674316,4.900000095367432,34.774044,18.355396,22.707883834838867,45.75306510925293,3.0140955,1.6712563,1.92217618227005,3.917206048965454,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.10451923,0.33302525,-0.154144287109375,0.017369210720062256,1.0210493
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.2,0.99,2025-07-30 01:06:21,3.9366682,1.4355692,2.9000000953674316,4.800000190734863,34.86702,18.355722,22.825627326965332,45.855384826660156,3.0143611,1.6713116,1.9188689589500427,3.9130111932754517,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.10425353,0.33262792,-0.1542658805847168,0.017538845539093018,1.0237792
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.2,0.98,2025-07-30 01:23:30,2.8683834,1.1269163,2.1000001430511475,3.5,33.546597,16.343212,23.35236358642578,43.810184478759766,2.7792327,1.4323796,1.8769031763076782,3.5938541889190674,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.33938187,0.6102132,-0.5669759511947632,0.002660512924194336,0.9850084
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.001,0.2,0.98,2025-07-30 01:29:31,2.8684578,1.1295298,2.1000001430511475,3.5,33.56666,16.36991,23.237960815429688,43.903316497802734,2.7804494,1.4336884,1.8779631853103638,3.5992891788482666,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.33816507,0.6082462,-0.5643831491470337,0.002408444881439209,0.9855976
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.002,0.1,0.99,2025-07-30 01:54:21,3.2587183,1.2892417,2.4000000953674316,4.0,34.311844,17.386723,23.183218002319336,44.77267646789551,2.892395,1.5527691,1.8971138000488281,3.7444738149642944,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.22621962,0.48770803,-0.37178492546081543,0.011303424835205078,1.0074779
10,128,128,1,7,100,0.07169,0.00284,0.0004,shareGPT,ds,data/scores_rb/shareGPT-ds-d7-topk10-t1,t1d7,64,5e-05,0.0001,0.003237,0.002,0.1,0.99,2025-07-30 01:58:36,3.2569396,1.290161,2.299999952316284,4.0,34.301132,17.410288,23.1741886138916,45.00924491882324,2.8921413,1.5527843,1.8959728479385376,3.746796131134033,34.057167,19.388922,20.864917755126953,45.04869842529297,-0.22647323,0.48920715,-0.37306761741638184,0.012226581573486328,1.0071634
