state_dim,lstm_hidden,mlp_hidden,num_layers,max_len,num_epochs,eagen_minus_time,eaforward_time,eye_time,bench_name,base_model_name,dataset_path,td,batch_size,lr,weight_decay,beta,alpha,dropout,gamma,timestamp,action_length_mean,action_length_std,action_length_25%,action_length_75%,eye_speed_mean,eye_speed_std,eye_speed_25%,eye_speed_75%,avg_acc_lens_mean,avg_acc_lens_std,avg_acc_lens_25%,avg_acc_lens_75%,eagle_speed_mean,eagle_speed_std,eagle_speed_25%,eagle_speed_75%,optimal_avg_acc_lens_diff_mean,optimal_avg_acc_lens_diff_std,optimal_avg_acc_lens_diff_25%,optimal_avg_acc_lens_diff_75%,ratio
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.02,0.2,0.98,2025-07-27 04:22:34,6.9998813,0.0070143347,7.0,7.0,46.004547,25.973936,24.05128288269043,70.06243133544922,4.3983774,2.4328754,2.3964109420776367,6.626282691955566,47.381794,26.208176,25.819175720214844,71.38160705566406,-2.7841012e-05,0.0020834806,0.0,2.384185791015625e-07,0.970933
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.001,0.2,0.98,2025-07-27 04:35:06,6.992793,0.058074206,7.0,7.0,46.014797,25.962296,24.23040199279785,70.06243133544922,4.3966584,2.432038,2.39676833152771,6.623986721038818,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.001745958,0.021328315,0.0,2.384185791015625e-07,0.9711493
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.03,0.1,0.99,2025-07-27 04:55:36,5.7852063,1.5251545,5.0,7.0,46.51755,25.307903,26.142698287963867,69.0167236328125,4.36483,2.4091868,2.3999998569488525,6.531904697418213,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.03357458,0.24390975,-0.001073598861694336,1.3469907571561635e-06,0.98176
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.03,0.1,0.98,2025-07-27 05:28:52,4.911081,1.8933312,3.6000001430511475,7.0,46.178787,24.58533,26.900598526000977,66.92530822753906,4.251612,2.369505,2.3500454425811768,6.250413417816162,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.14679295,0.5034031,-0.1534898281097412,0.0003877671842928976,0.9746104
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.002,0.1,0.99,2025-07-27 05:30:19,6.9961405,0.042370476,7.0,7.0,45.950474,25.931114,25.096988677978516,70.06243133544922,4.3975754,2.4324749,2.3961238861083984,6.623427867889404,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.0008294794,0.014366863,0.0,2.384185791015625e-07,0.96979177
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.03,0.2,0.99,2025-07-27 06:01:35,6.9771075,0.11588431,7.0,7.0,45.99765,25.911955,24.05128288269043,70.06243133544922,4.393487,2.4317532,2.3933401107788086,6.613399028778076,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.004917782,0.038799904,0.0,2.384185791015625e-07,0.9707874
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.002,0.1,0.98,2025-07-27 06:25:58,6.818359,0.32263917,6.700000286102295,7.0,45.70001,25.762716,24.10689353942871,69.0167236328125,4.358118,2.415835,2.3778610229492188,6.53206729888916,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.04028676,0.119058065,-0.0016050338745117188,1.1920928955078125e-07,0.9645057
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.03,0.2,0.98,2025-07-27 06:34:35,4.5092463,1.8929127,3.0,6.099999904632568,45.63537,24.06652,26.946256637573242,64.8338851928711,4.1507816,2.3212614,2.3256750106811523,5.952682018280029,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.24762307,0.6362101,-0.3697621822357178,0.0004416378797031939,0.96314144
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.04,0.1,0.99,2025-07-27 07:06:54,5.53328,1.8388098,4.200000286102295,7.0,46.47035,25.192547,26.142698287963867,69.0167236328125,4.3443217,2.4130418,2.365023374557495,6.526534557342529,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.05408341,0.34224212,-0.0029180049896240234,9.5367431640625e-07,0.9807638
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.002,0.2,0.99,2025-07-27 07:21:38,6.992044,0.061723404,7.0,7.0,45.975677,25.971174,24.05128288269043,70.06243133544922,4.396594,2.4319365,2.395291328430176,6.621304988861084,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.0018104858,0.021531267,0.0,2.384185791015625e-07,0.9703237
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.04,0.1,0.98,2025-07-27 07:39:53,4.542944,1.9343164,3.0,6.599999904632568,45.716846,24.228281,26.946256637573242,65.36221313476562,4.16782,2.3356822,2.3217389583587646,5.997043609619141,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.23058528,0.61707485,-0.33333826065063477,0.0002620220184326172,0.96486104
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.04,0.2,0.99,2025-07-27 08:13:22,5.5822186,1.7227495,4.400000095367432,7.0,46.517803,25.177418,26.239578247070312,69.0167236328125,4.3505306,2.4066944,2.3923089504241943,6.508614540100098,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.0478743,0.3056283,-0.004334211349487305,4.0531158447265625e-06,0.98176533
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.002,0.2,0.98,2025-07-27 08:16:48,6.922248,0.19554666,7.0,7.0,45.846863,25.865927,24.05128288269043,70.06243133544922,4.38217,2.4246144,2.3923089504241943,6.576117038726807,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.016234491,0.07000334,0.0,1.1920928955078125e-07,0.96760505
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.04,0.2,0.98,2025-07-27 08:45:27,5.217594,1.8807708,4.0,7.0,46.385548,24.969477,26.404260635375977,68.11036682128906,4.3040776,2.3965776,2.3571317195892334,6.427734375,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.09432717,0.42308453,-0.04911041259765625,8.559226989746094e-05,0.97897404
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.003,0.1,0.99,2025-07-27 09:12:54,6.974453,0.113200694,7.0,7.0,46.00325,25.93957,24.05128288269043,70.06243133544922,4.392615,2.4302914,2.3939502239227295,6.608796119689941,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.0057895314,0.040606227,0.0,1.1920928955078125e-07,0.9709056
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.05,0.1,0.99,2025-07-27 09:18:58,4.5789757,1.9673005,3.0,6.800000190734863,45.699192,24.31611,26.585433959960938,65.48436737060547,4.17955,2.3469627,2.3058950901031494,6.058383464813232,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.218855,0.6112852,-0.3061246871948242,0.00023603439331054688,0.96448845
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.05,0.1,0.98,2025-07-27 09:51:57,4.49896,1.9744604,3.0,6.700000286102295,45.4311,24.19166,26.585433959960938,64.83389282226562,4.1450386,2.3379436,2.2914845943450928,5.9833455085754395,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.25336647,0.65603775,-0.35283994674682617,2.6203691959381104e-05,0.9588303
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.002877,0.003,0.1,0.98,2025-07-27 10:08:48,6.672816,0.4571864,6.5,7.0,45.58109,25.620274,24.323270797729492,69.01671600341797,4.3309426,2.4037635,2.361436605453491,6.471942901611328,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.067462176,0.16702905,-0.0645132064819336,2.384185791015625e-07,0.96199584
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.05,0.2,0.99,2025-07-27 10:25:11,4.696946,2.0059562,3.0,7.0,45.9807,24.49508,26.585433959960938,66.46358489990234,4.2122383,2.3685975,2.3018620014190674,6.1950201988220215,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.1861667,0.5747407,-0.22425508499145508,0.0001734485849738121,0.9704297
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.05,0.2,0.98,2025-07-27 10:57:42,5.132743,1.9755806,3.9000000953674316,7.0,46.315117,24.940346,26.2091007232666,67.97101593017578,4.2924166,2.4011717,2.330613851547241,6.419854164123535,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.105988406,0.4575653,-0.056432485580444336,1.9728329789359123e-05,0.9774876
10,128,128,1,7,100,0.07549,0.002477,0.0004,shareGPT,vicuna13,./data/scores_rb/shareGPT-vicuna-d7-topk10-t1,t1d7,64,0.0001,0.0001,0.02877,0.06,0.1,0.99,2025-07-27 11:30:05,5.5806346,1.812061,4.300000190734863,7.0,46.423946,25.207129,26.142698287963867,69.0167236328125,4.3456836,2.4131088,2.367466449737549,6.528763771057129,47.381794,26.208176,25.819175720214844,71.38160705566406,-0.052720986,0.3356564,-0.000453948974609375,9.5367431640625e-07,0.9797845
